id,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score
17712023,City of Bengkulu,2023,151.70,"391,045",2577.75,Medium,2.50,81.45,"30,811",,,72.66
18012023,Lampung Barat,2023,"3,368.14","303,931",90.24,Low,0.25,69.11,"9,018",,,74.30
18032023,Lampung Selatan,2023,"2,219.46","1,090,174",491.19,Low,,69.63,"55,759",,#REF!,72.49
18042023,Lampung Timur,2023,"5,325.03","1,137,434",213.60,Low,,71.21,"52,874",,,71.63
18052023,Lampung Tengah,2023,"4,559.56","1,522,426",333.90,Low,0.00,71.6,"90,078",1,"25,185.09",71.99
18062023,Lampung Utara,2023,"2,529.54","635,903",251.39,Low,,68.95,"29,261",,,71.50
18082023,Tulangbawang,2023,"4,386.00","431,623",98.41,Low,,70.02,"28,197",,,72.90
18092023,Pesawaran,2023,"1,173.77","492,474",419.57,Low,,67.67,"20,217",,,72.65
18102023,Pringsewu,2023,617.19,"409,858",664.07,Low,0.17,71.61,"14,010",1,"5,962.86",71.37
18112023,Mesuji,2023,"2,184.00","235,546",107.85,Low,,65.64,"12,949",,,71.00
18122023,Tulang Bawang Barat,2023,"1,201.15","291,437",242.63,Low,0.39,67.81,"14,390",1,"4,228.45",71.83
18132023,Pesisir Barat,2023,"2,953.00","165,937",56.19,Low,,66,"5,735",1,"2,406.31",70.63
18712023,City of Bandar Lampung,2023,197.22,"1,234,988",6261.98,Medium,6.11,78.56,"74,104",1,"28,705.83",73.31
18722023,City of Metro,2023,73.21,"172,505",2356.30,Medium,,78.36,"7,865",,,72.86
19022023,Belitung,2023,"2,293.69","189,225",82.50,Low,41.92,74.02,"13,510",1,"2,740.60",76.69
19042023,Bangka Tengah,2023,"2,279.11","203,733",89.39,Low,15.34,71.71,"11,427",1,"3,060.45",77.52
19052023,Bangka Selatan,2023,"3,607.08","206,972",57.38,Low,,68.51,"11,372",1,"3,071.02",76.33
19062023,Belitung Timur,2023,"2,506.91","132,355",52.80,Low,,72.86,"10,562",1,"1,916.94",76.02
19712023,City of Pangkal Pinang,2023,118.40,"236,267",1995.50,Low,,79.93,"18,809",,,77.86
21012023,Karimun,2023,"1,524.00","267,762",175.70,Low,7.38,73.51,"17,017",1,"7,142.22",74.25
21022023,Bintan,2023,"1,946.13","175,873",90.37,Low,,75.7,"25,084",1,"2,040.99",76.24
21032023,Natuna,2023,"1,978.29","83,668",42.29,Low,0.08,74.21,"23,520",1,"1,272.58",76.28
21042023,Lingga,2023,"2,117.72","101,917",48.13,Low,,67.44,"5,250",,,73.58
21052023,Kepulauan Anambas,2023,590.14,"50,140",84.96,Low,,70.26,"19,241",,487.68,76.45
21712023,City of Batam,2023,"3,868.97","1,256,610",324.79,Low,2.50,82.11,"216,098",1,"42,305.41",77.70
31012023,Kep. Seribu,2023,10.73,"28,523",2658.25,Medium,2.91,73.39,"8,214",,663.43,77.89
31712023,City of Jakarta Selatan,2023,144.94,"2,235,606",15424.35,High,1.57,86.07,"792,615",1,"71,946.38",80.53
31722023,City of Jakarta Timur,2023,185.54,"3,079,618",16598.14,High,0.01,84.13,"592,230",,"85,161.36",78.18
31732023,City of Jakarta Pusat,2023,47.56,"1,049,314",22062.95,High,0.92,82.53,"860,049",,"31,124.28",79.06
31752023,City of Jakarta Utara,2023,147.21,"1,808,985",12288.47,High,0.83,81.11,"631,393",,"50,456.05",78.02
32022023,Sukabumi,2023,"4,145.70","2,851,890",687.92,Low,,68.49,"82,317",,,79.16
32032023,Cianjur,2023,"3,614.35","2,578,790",713.49,Low,0.10,66.55,"58,391",1,,76.67
32042023,Bandung,2023,"1,762.00","3,770,991",2140.18,Medium,37.33,73.74,"153,951",,,80.49
32052023,Garut,2023,"3,065.19","2,649,198",864.29,Low,0.19,68.11,"72,229",1,"40,946.54",78.14
32072023,Ciamis,2023,"1,425.00","1,257,583",882.51,Low,66.80,72.05,"39,841",2,"18,217.44",81.54
32082023,Kuningan,2023,"1,194.00","1,211,553",1014.70,Low,0.11,70.72,"32,545",1,,81.06
32092023,Cirebon,2023,"1,076.76","2,339,555",2172.77,Medium,,70.95,"61,310",,,79.57
32102023,Majalengka,2023,"1,204.24","1,351,828",1122.56,Low,372.93,69.13,"41,713",,,79.63
32112023,Sumedang,2023,"1,558.72","1,174,485",753.49,Low,,73.18,"43,327",2,"17,480.61",79.56
32122023,Indramayu,2023,"2,099.42","1,892,043",901.22,Low,6.32,69.25,"103,560",,,79.65
32132023,Subang,2023,"1,893.95","1,639,931",865.88,Low,,70.7,"49,692",,,78.94
32142023,Purwakarta,2023,825.74,"1,045,704",1266.38,Low,,72.09,"82,129",,,78.67
32152023,Karawang,2023,"1,652.20","2,541,841",1538.46,Low,,72.35,"290,916",1,"38,475.83",80.19
32162023,Bekasi,2023,"1,224.88","3,271,838",2671.15,Medium,,75.76,"393,823",1,"80,993.50",78.57
32172023,Bandung Barat,2023,"1,287.41","1,879,840",1460.17,Low,,69.61,"56,945",,,79.08
32182023,Pangandaran,2023,"1,010.00","437,094",432.77,Low,,69.38,"14,256",,,80.15
32712023,City of Bogor,2023,111.39,"1,074,522",9646.49,Medium,2.09,77.85,"57,004",1,"28,463.16",79.58
32722023,City of Sukabumi,2023,48.20,"362,018",7510.75,Medium,,76.32,"15,350",1,"6,730.83",79.59
32732023,City of Bandung,2023,167.31,"2,469,589",14760.56,High,0.00,83.04,"351,284",,,80.00
32742023,City of Cirebon,2023,37.36,"345,578",9249.95,Medium,,76.46,"28,773",,,80.66
32762023,City of Depok,2023,200.29,"2,160,905",10788.88,High,0.08,82.38,"87,569",,,81.42
32772023,City of Cimahi,2023,42.73,"578,718",13543.60,High,0.37,79.46,"40,499",,,79.90
32782023,City of Tasikmalaya,2023,183.80,"742,958",4042.21,Medium,0.29,74.47,"27,411",1,"11,795.52",80.99
32792023,City of Banjar,2023,132.00,"209,493",1587.07,Low,36.27,73.08,"5,247",1,"3,162.42",80.72
33012023,Cilacap,2023,"2,249.28","2,007,829",892.65,Low,43.33,71.83,"132,425",3,,74.31
33032023,Purbalingga,2023,777.64,"1,027,333",1321.09,Low,,70.24,"31,225",,"19,775.84",76.04
33042023,Banjarnegara,2023,"1,069.71","1,047,226",978.98,Low,0.23,69.14,"27,191",,,74.05
33052023,Kebumen,2023,"1,281.11","1,397,555",1090.89,Low,314.70,71.37,"35,764",,,76.95
33062023,Purworejo,2023,"1,034.84","788,265",761.73,Low,0.44,74.28,"23,188",1,"11,743.29",76.03
33072023,Wonosobo,2023,"1,011.62","909,664",899.22,Low,,69.37,"23,330",1,"13,281.09",74.27
33092023,Boyolali,2023,"1,096.35","1,090,129",994.33,Low,0.30,75.41,"42,736",,,76.88
33102023,Klaten,2023,701.52,"1,284,386",1830.86,Low,0.05,77.59,"51,274",1,"23,705.07",73.91
33112023,Sukoharjo,2023,466.66,"932,680",1998.63,Low,57.61,78.65,"46,521",,,75.29
33122023,Wonogiri,2023,"1,941.28","1,051,085",541.44,Low,99.04,71.97,"36,943",1,"12,799.90",76.44
33132023,Karanganyar,2023,774.00,"955,116",1234.00,Low,0.00,77.31,"47,204",,,73.19
33162023,Blora,2023,"1,820.59","901,621",495.24,Low,1.45,70.63,"31,753",2,"14,143.30",75.76
33172023,Rembang,2023,"1,014.08","660,166",651.00,Low,1.20,71.89,"24,130",1,"9,277.01",74.94
33182023,Pati,2023,"1,503.68","1,359,364",904.02,Low,381.82,73.59,"54,775",1,"25,109.26",73.85
33192023,Kudus,2023,425.20,"874,632",2056.99,Medium,0.18,76.71,"121,310",,,74.70
33212023,Demak,2023,897.43,"1,240,510",1382.29,Low,0.74,74.07,"33,017",,,76.10
33222023,Semarang,2023,950.21,"1,080,648",1137.27,Low,,75.13,"61,284",1,"19,460.19",74.57
33232023,Temanggung,2023,870.65,"808,446",928.55,Low,171.59,71.33,"26,912",1,"14,735.78",74.68
33242023,Kendal,2023,"1,002.23","1,052,826",1050.48,Low,0.07,73.86,"54,360",,,75.10
33262023,Pekalongan,2023,836.13,"1,007,384",1204.82,Low,1.13,71.4,"28,112",,,74.74
33282023,Tegal,2023,876.10,"1,654,836",1888.87,Low,,70.23,"44,440",1,"22,049.37",76.40
33292023,Brebes,2023,"1,769.62","2,043,077",1154.53,Low,1.79,67.95,"57,599",2,"36,693.76",75.87
33712023,City of Magelang,2023,18.12,"122,150",6741.17,Medium,1.87,81.17,"10,983",1,"2,940.03",74.04
33722023,City of Surakarta,2023,44.04,"526,870",11963.44,High,,83.54,"60,486",,,75.34
33742023,City of Semarang,2023,373.70,"1,694,743",4535.04,Medium,109.34,84.43,"248,903",1,"43,153.47",75.07
33752023,City of Pekalongan,2023,45.25,"317,524",7017.10,Medium,,76.71,"13,744",,,76.23
33762023,City of Tegal,2023,39.68,"282,781",7126.54,Medium,,77.02,"19,162",,,75.98
34012023,Kulon Progo,2023,586.30,"443,050",755.67,Low,0.79,75.79,"15,847",1,"8,003.39",74.29
34022023,Bantul,2023,506.85,"1,009,430",1991.58,Low,,81.39,"34,012",,,73.02
34042023,Sleman,2023,574.82,"1,157,290",2013.31,Medium,48.57,84.77,"59,432",,,75.77
34712023,City of Yogyakarta,2023,32.50,"375,700",11560.00,High,2.65,88.28,"46,193",,,73.99
35012023,Pacitan,2023,"1,390.00","596,649",429.24,Low,592.25,70.19,"19,491",1,"10,534.56",73.54
35022023,Ponorogo,2023,"1,371.78","972,582",708.99,Low,0.12,72.5,"25,248",,,75.24
35032023,Trenggalek,2023,"1,261.40","744,358",590.10,Low,,71.73,"22,740",1,"11,149.87",74.70
35042023,Tulungagung,2023,"1,055.65","1,113,973",1055.25,Low,0.80,74.61,"47,964",1,"20,402.88",72.75
35062023,Kediri,2023,"1,386.05","1,667,450",1203.02,Low,,73.96,"50,638",1,"24,177.89",72.26
35072023,Malang,2023,"3,530.65","2,703,175",765.63,Low,0.13,72.16,"128,373",3,"35,292.73",73.88
35092023,Jember,2023,"3,306.69","2,584,771",781.68,Low,,68.64,"95,290",,,71.93
35102023,Banyuwangi,2023,"5,782.50","1,744,814",301.74,Low,,72.61,"101,297",1,"30,531.29",74.15
35112023,Bondowoso,2023,"1,560.10","784,192",502.65,Low,,67.99,"24,773",,,73.58
35122023,Situbondo,2023,"1,638.50","694,081",423.61,Low,5.45,69.16,"25,225",1,"9,213.08",74.34
35142023,Pasuruan,2023,"1,474.02","1,626,029",1103.13,Low,,70.29,"186,946",,,74.31
35172023,Jombang,2023,"1,159.50","1,345,886",1160.75,Low,0.30,74.6,"49,984",1,"19,358.34",74.26
35182023,Nganjuk,2023,"1,224.33","1,124,247",918.25,Low,,73.71,"33,647",3,"16,308.68",72.65
35192023,Madiun,2023,"1,010.86","765,135",756.91,Low,458.95,72.97,"23,833",1,"10,914.80",74.43
35212023,Ngawi,2023,"1,394.74","881,393",631.94,Low,,72.47,"24,325",,,74.54
35222023,Bojonegoro,2023,"2,307.06","1,322,474",573.23,Low,,70.85,"97,522",2,"13,363.94",73.48
35242023,Lamongan,2023,"1,752.21","1,386,941",791.54,Low,0.11,74.53,"48,927",,,73.05
35252023,Gresik,2023,"1,256.76","1,344,648",1069.93,Low,121.14,77.98,"176,071",1,"14,423.83",73.86
35262023,Bangkalan,2023,"1,260.15","1,101,556",874.15,Low,0.39,65.75,"27,740",1,"15,225.90",74.07
35272023,Sampang,2023,"1,233.00","992,210",804.71,Low,1.90,64.13,"24,087",,,73.01
35282023,Pamekasan,2023,792.20,"862,009",1088.12,Low,21.61,67.96,"20,881",1,"10,115.61",73.11
35292023,Sumenep,2023,"2,093.47","1,143,295",546.12,Low,131.52,68.61,"42,848",1,"13,411.67",72.95
35712023,City of Kediri,2023,63.40,"290,836",4587.03,Medium,6.99,80.44,"159,750",1,"6,346.19",74.13
35722023,City of Blitar,2023,32.58,"153,541",4712.74,Medium,,80.63,"8,515",,,75.99
35732023,City of Malang,2023,110.06,"847,182",7697.46,Medium,0.03,83.39,"93,053",1,"28,409.54",73.56
35742023,City of Probolinggo,2023,56.67,"245,174",4326.57,Medium,5.94,75.43,"14,296",1,"3,570.56",74.34
35752023,City of Pasuruan,2023,39.00,"213,450",5473.08,Medium,,77.17,"10,400",1,"5,383.02",71.93
35762023,City of Mojokerto,2023,20.21,"135,414",6700.35,Medium,0.05,80.07,"8,039",,,73.72
35772023,City of Madiun,2023,33.23,"201,460",6062.59,Medium,2.89,82.71,"17,256",,,74.67
35782023,City of Surabaya,2023,335.28,"2,893,698",8630.69,Medium,,83.45,"715,295",1,"65,701.66",73.43
35792023,City of Batu,2023,199.09,"218,802",1099.01,Low,2.01,78.18,"20,524",1,"5,206.27",74.51
36022023,Lebak,2023,"3,305.07","1,433,700",433.79,Low,5.78,65.21,"35,571",2,"21,826.65",69.19
36032023,Tangerang,2023,959.61,"3,362,610",3504.14,Medium,,73.43,"173,303",,,70.72
36042023,Serang,2023,"1,734.28","1,682,130",969.93,Low,,68.39,"95,080",1,"42,896.28",71.19
36712023,City of Tangerang,2023,164.55,"1,950,580",11854.03,High,,79.46,"206,597",,,69.49
36722023,City of Cilegon,2023,162.51,"450,510",2772.20,Medium,26.78,74.54,"129,532",1,"10,177.28",71.22
36732023,City of Serang,2023,266.74,"723,790",2713.47,Medium,2.44,73.48,"39,838",1,"21,950.30",70.43
36742023,City of Tangerang Selatan,2023,147.19,"1,391,650",9454.79,Medium,,82.28,"104,388",1,"36,917.75",72.16
51012023,Jembrana,2023,841.80,"330,100",392.14,Low,0.85,74.04,"15,613",1,"5,976.53",76.70
51022023,Tabanan,2023,839.33,"470,900",561.04,Low,41.31,77.43,"25,531",1,"8,492.27",78.22
51032023,Badung,2023,420.10,"554,700",1320.40,Low,,83.08,"68,398",1,"19,522.25",78.69
51042023,Gianyar,2023,368.00,"527,100",1432.34,Low,0.71,79.24,"30,529",1,"19,669.85",77.60
51052023,Klungkung,2023,315.00,"214,600",681.27,Low,,73.11,"10,080",,,77.31
51062023,Bangli,2023,520.81,"268,100",514.78,Low,1.98,70.79,"7,908",1,"4,119.54",77.75
51072023,Karangasem,2023,839.50,"513,800",612.03,Low,0.11,68.91,"18,975",,,79.76
51082023,Buleleng,2023,"1,366.00","831,200",608.49,Low,1.41,73.97,"38,351",1,"15,056.25",78.03
51712023,City of Denpasar,2023,127.78,"734,200",5745.81,Medium,0.06,84.73,"60,100",1,"35,798.47",81.01
52012023,Lombok Barat,2023,"1,053.92","753,641",715.08,Low,0.00,70.15,"18,121",,,70.44
52032023,Lombok Timur,2023,"2,679.88","1,391,382",519.20,Low,,68.41,"24,578",,,72.29
52042023,Sumbawa,2023,"6,643.98","529,487",79.69,Low,0.65,69.87,"17,510",,,71.13
52052023,Dompu,2023,"2,324.55","247,188",106.34,Low,,69.98,"8,511",,,69.67
52062023,Bima,2023,"4,389.00","535,530",122.02,Low,,68.28,"13,947",,,70.36
52072023,Sumbawa Barat,2023,"1,849.02","152,948",82.72,Low,7.88,73.17,"29,642",,,72.44
52082023,Lombok Utara,2023,809.53,"257,866",318.54,Low,,66.62,"5,559",,,71.48
52712023,City of Mataram,2023,61.30,"441,147",7196.53,Medium,2.49,80.09,"22,781",1,"9,916.58",72.95
53012023,Sumba Barat,2023,757.41,"152,414",201.23,Low,,65.22,"2,786",,,70.87
53032023,Kupang,2023,"5,136.51","376,837",73.36,Low,,65.82,"9,158",,,68.74
53042023,Timor Tengah Selatan,2023,"3,933.15","474,521",120.65,Low,,63.58,"9,496",,,70.68
53052023,Timor Tengah Utara,2023,"2,623.20","271,277",103.41,Low,,65.16,"4,819",,,68.33
53072023,Alor,2023,"2,928.56","221,536",75.65,Low,0.01,62.99,"3,636",,,71.21
53082023,Lembata,2023,"1,268.11","141,391",111.50,Low,,66.12,"2,138",,,70.81
53092023,Flores Timur,2023,"1,748.52","288,310",164.89,Low,,65.79,"6,062",,,68.15
53102023,Sikka,2023,"1,671.65","335,360",200.62,Low,,66.89,"6,195",,,71.66
53122023,Ngada,2023,"1,735.64","171,736",98.95,Low,,69.14,"4,114",,,70.72
53132023,Manggarai,2023,"1,343.83","328,758",244.64,Low,,66.42,"5,502",,,71.34
53142023,Rote Ndao,2023,"1,286.45","150,521",117.00,Low,,64,"3,747",,,70.51
53152023,Manggarai Barat,2023,"3,129.00","270,917",86.58,Low,0.08,65.81,"4,255",1,,71.03
53162023,Sumba Tengah,2023,"1,789.66","90,521",50.58,Low,0.32,63.48,"1,398",,,68.82
53182023,Nagekeo,2023,"1,396.16","166,063",118.94,Low,,67.07,"2,670",,,70.83
53192023,Manggarai Timur,2023,"2,389.53","290,790",121.69,Low,,63.24,"3,938",,,70.43
53212023,Malaka,2023,"1,109.16","190,994",172.20,Low,,62.06,"3,422",,,71.70
53712023,City of Kupang,2023,159.33,"466,632",2928.71,Medium,,80.62,"28,478",,,69.30
61022023,Bengkayang,2023,"5,396.30","298,979",55.40,Low,0.03,69.53,"11,146",,,72.86
61032023,Landak,2023,"9,909.10","413,588",41.74,Low,0.16,68.14,"13,684",,,74.46
61042023,Mempawah,2023,"2,797.88","312,785",111.79,Low,,67.92,"10,714",1,"3,076.93",72.52
61052023,Sanggau,2023,"12,857.70","503,937",39.19,Low,,67.77,"24,529",6,"9,122.54",72.10
61062023,Ketapang,2023,"31,588.00","592,521",18.76,Low,,68.68,"35,249",,,74.69
61082023,Kapuas Hulu,2023,"29,842.00","262,404",8.79,Low,,67.67,"13,141",1,"4,906.33",74.57
61092023,Sekadau,2023,"5,444.20","219,724",40.36,Low,,66.33,"8,506",,,72.55
61102023,Melawi,2023,"10,640.80","239,502",22.51,Low,,67.76,"6,644",,,74.72
61112023,Kayong Utara,2023,"4,568.26","132,855",29.08,Low,,64.79,"5,376",,,72.96
61122023,Kubu Raya,2023,"6,985.20","639,250",91.51,Low,,69.6,"38,324",,,74.34
61712023,City of Pontianak,2023,107.80,"675,468",6265.94,Medium,9.03,81.03,"47,885",1,"16,128.68",74.21
61722023,City of Singkawang,2023,504.00,"246,112",488.32,Low,76.36,73.39,"12,899",1,"3,481.35",73.35
62022023,Kotawaringin Timur,2023,"16,796.00","443,359",26.40,Low,,72.21,"34,942",1,"8,685.86",76.32
62032023,Kapuas,2023,"14,999.00","425,186",28.35,Low,0.13,70.75,"23,974",1,"7,800.82",77.85
62042023,Barito Selatan,2023,"8,830.00","134,698",15.25,Low,0.11,71.65,"8,481",1,"2,443.97",77.55
62052023,Barito Utara,2023,"8,300.00","160,605",19.35,Low,0.17,71.84,"14,178",1,"2,383.35",78.14
62072023,Lamandau,2023,"6,414.00","102,103",15.92,Low,,71.81,"7,519",,,75.09
62082023,Seruyan,2023,"16,404.00","171,304",10.44,Low,0.03,68.68,"11,450",2,"3,030.81",77.44
62092023,Katingan,2023,"20,382.53","169,355",8.31,Low,,70.28,"10,756",,,78.39
62102023,Pulang Pisau,2023,"8,997.00","138,199",15.36,Low,0.08,69.6,"6,995",1,"2,486.03",77.59
62122023,Barito Timur,2023,"3,834.00","117,312",30.60,Low,,72.7,"10,905",2,"1,684.93",75.19
62132023,Murung Raya,2023,"23,700.16","116,621",4.92,Low,0.79,69.42,"12,449",1,"2,083.55",78.60
62712023,City of Palangka Raya,2023,"2,853.19","305,797",107.18,Low,304.28,81.68,"24,175",1,"5,694.51",77.89
63012023,Tanah Laut,2023,"3,631.35","364,117",100.27,Low,,70.98,"20,166",1,"5,271.24",76.08
63022023,Kotabaru,2023,"9,442.46","329,641",34.91,Low,3.02,70.18,"34,946",1,"6,708.22",73.79
63032023,Banjar,2023,"4,668.50","580,100",124.26,Low,0.14,71.46,"22,635",1,"13,233.53",74.60
63042023,Barito Kuala,2023,"2,996.46","324,502",108.30,Low,39.08,68.11,"10,567",2,"3,606.13",75.11
63052023,Tapin,2023,"2,175.00","197,893",90.99,Low,25.43,72,"13,694",1,"3,056.61",74.10
63062023,Hulu Sungai Selatan,2023,"1,804.94","237,319",131.48,Low,549.91,70.5,"9,165",,,74.92
63072023,Hulu Sungai Tengah,2023,"1,770.77","268,360",151.55,Low,199.43,70.13,"8,594",1,"3,840.69",73.64
63092023,Tabalong,2023,"3,556.00","262,631",73.86,Low,10.88,73.85,"31,015",1,"4,292.67",73.57
63102023,Tanah Bumbu,2023,"4,871.39","346,336",71.10,Low,0.83,72.31,"33,661",3,"6,273.27",74.52
63112023,Balangan,2023,"1,878.30","136,524",72.68,Low,4.54,70.49,"20,876",,,76.73
63712023,City of Banjarmasin,2023,98.46,"678,243",6888.51,Medium,1.17,78.5,"42,049",,,76.10
63722023,City of Banjar Baru,2023,305.20,"272,763",893.72,Low,65.17,80.11,"13,328",,,76.02
64012023,Paser,2023,"11,603.94","290,162",25.01,Low,51.46,74.14,"59,217",1,"4,429.99",75.33
64032023,Kutai Kartanegara,2023,"27,263.10","801,642",29.40,Low,77.22,75.3,"204,876",,,76.80
64042023,Kutai Timur,2023,"35,747.50","411,537",11.51,Low,1.31,74.98,"168,272",1,,73.91
64052023,Berau,2023,"34,127.17","240,105",7.04,Low,20.20,76.21,"51,280",3,"5,128.21",75.80
64112023,Mahakam Ulu,2023,"15,315.00","27,368",1.79,Low,,69.59,"3,409",,653.81,74.38
64712023,City of Balikpapan,2023,509.75,"648,560",1272.31,Low,197.17,81.66,"143,169",1,"19,303.84",76.83
64722023,City of Samarinda,2023,716.96,"872,304",1216.67,Low,1.93,82.32,"89,289",1,"21,880.00",75.65
64742023,City of Bontang,2023,161.88,"187,852",1160.44,Low,77.91,81.56,"68,106",1,"3,882.95",75.46
65032023,Tana Tidung,2023,"3,504.00","27,470",7.84,Low,0.02,69.2,"9,021",1,523.48,75.84
65042023,Nunukan,2023,"13,564.00","207,873",15.33,Low,"4,565.59",67.7,"42,526",,,75.52
65712023,City of Tarakan,2023,251.00,"251,085",1000.34,Low,,77.53,"52,079",,,78.38
71022023,Minahasa,2023,"1,141.64","345,973",303.05,Low,,76.96,"22,128",2,"6,392.26",77.64
71032023,Kepulauan Sangihe,2023,731.98,"137,829",188.30,Low,0.10,72.22,"5,655",,,79.23
71042023,Kepulauan Talaud,2023,"1,251.02","100,770",80.55,Low,0.17,71.14,"2,843",1,,77.45
71062023,Minahasa Utara,2023,"1,059.00","225,826",213.24,Low,149.63,75.31,"18,728",,,76.89
71072023,Bolaang Mongondow Utara,2023,"1,856.00","87,301",47.04,Low,0.00,68.64,"3,263",1,"1,234.33",77.26
71092023,Minahasa Tenggara,2023,730.62,"119,637",163.75,Low,,71.93,"6,720",1,"1,712.73",80.01
71102023,Bolaang Mongondow Selatan,2023,"3,497.46","73,046",20.89,Low,,66.4,"2,726",,,77.16
71712023,City of Manado,2023,162.35,"478,192",2945.44,Medium,,80.14,"48,556",,,79.11
71732023,City of Tomohon,2023,147.20,"101,958",692.65,Low,,78.1,"5,448",1,"1,874.71",77.54
72012023,Banggai Kepulauan,2023,"2,488.79","126,040",50.64,Low,0.04,66.82,"4,926",1,"2,220.73",77.56
72022023,Banggai,2023,"9,672.70","373,600",38.62,Low,0.00,71.7,"38,048",1,"6,683.59",75.55
72032023,Morowali,2023,"5,472.00","170,450",31.15,Low,0.67,73.02,"158,046",1,"3,216.45",78.77
72042023,Poso,2023,"7,112.25","251,654",35.38,Low,0.00,72.48,"11,712",,,76.83
72052023,Donggala,2023,"5,275.69","311,330",59.01,Low,0.62,66.95,"15,056",,,77.73
72062023,Toli-Toli,2023,"4,079.77","236,110",57.87,Low,0.10,67.66,"10,369",,,78.84
72082023,Parigi Moutong,2023,"5,883.97","454,510",77.25,Low,153.39,67.11,"21,652",1,"8,294.79",77.95
72092023,Tojo Una-Una,2023,"5,722.00","171,340",29.94,Low,,66.39,"6,812",,,75.82
72102023,Sigi,2023,"5,196.02","264,670",50.94,Low,0.01,69.93,"11,373",,,77.19
72122023,Morowali Utara,2023,"18,362.39","148,274",8.07,Low,,69.73,"26,434",,"2,658.77",77.69
72712023,City of Palu,2023,356.35,"386,560",1084.78,Low,10.09,82.52,"30,787",,,78.05
73022023,Bulukumba,2023,"1,175.53","450,325",383.08,Low,37.33,71.21,"18,871",1,"6,661.08",74.77
73032023,Bantaeng,2023,390.97,"203,141",519.58,Low,,70.57,"12,754",1,"3,037.78",75.57
73042023,Jeneponto,2023,796.00,"414,482",520.71,Low,,65.9,"12,152",,,70.59
73052023,Takalar,2023,555.43,"312,811",563.19,Low,,68.9,"12,868",,,74.84
73062023,Gowa,2023,"1,813.00","801,108",441.87,Low,,71.57,"28,453",,,76.67
73072023,Sinjai,2023,865.24,"267,536",309.20,Low,194.19,68.92,"14,791",,,75.59
73082023,Maros,2023,"1,442.95","407,923",282.70,Low,,71.63,"26,389",1,"5,996.21",74.42
73092023,Pangkajene dan Kepulauan,2023,888.91,"355,613",400.06,Low,0.93,70.59,"32,667",,,75.97
73102023,Barru,2023,"1,201.90","187,952",156.38,Low,,72.36,"9,427",1,"2,840.33",73.42
73112023,Bone,2023,"4,567.36","823,079",180.21,Low,4.72,67.81,"46,935",1,"14,877.18",74.58
73122023,Soppeng,2023,"1,385.55","238,239",171.95,Low,1.78,70.58,"14,909",1,"3,446.32",75.36
73132023,Wajo,2023,"2,608.71","386,537",148.17,Low,,71.1,"24,589",,,76.55
73142023,Sidenreng Rappang,2023,"1,832.30","327,919",178.97,Low,0.24,72.71,"18,204",1,"4,780.27",75.83
73152023,Pinrang,2023,"1,896.58","419,338",221.10,Low,0.03,72.84,"25,146",,,74.21
73172023,Luwu,2023,"2,902.07","379,295",130.70,Low,,72.16,"21,756",,,76.99
73182023,Tana Toraja,2023,"2,043.62","289,451",141.64,Low,,70.73,"9,373",1,"3,956.37",74.67
73222023,Luwu Utara,2023,"7,422.42","333,781",44.97,Low,"4,559.78",71.34,"17,841",1,"6,033.01",74.09
73252023,Luwu Timur,2023,"6,745.92","308,532",45.74,Low,21.74,74.35,"30,696",4,"4,460.61",73.96
73722023,City of Parepare,2023,89.67,"158,425",1766.76,Low,20.91,79.03,"9,312",1,"2,895.67",74.84
73732023,City of Palopo,2023,273.24,"192,763",705.47,Low,0.48,79.45,"10,500",1,"3,483.32",73.15
74012023,Buton,2023,"1,669.33","120,210",72.01,Low,,68.12,"5,063",,,76.48
74022023,Muna,2023,"1,858.10","224,690",120.92,Low,,70.16,"8,814",1,"3,435.16",75.45
74032023,Konawe,2023,"5,351.85","269,520",50.36,Low,,72.77,"18,295",,,75.28
74042023,Kolaka,2023,"2,958.92","245,930",83.11,Low,"3,145.80",74.72,"35,684",1,,75.07
74052023,Konawe Selatan,2023,"4,237.74","323,790",76.41,Low,,70.32,"16,452",,,76.31
74072023,Wakatobi,2023,450.46,"116,450",258.51,Low,,71.43,"5,768",1,"2,060.81",77.24
74082023,Kolaka Utara,2023,"2,932.25","145,640",49.67,Low,0.02,71.04,"11,227",,,76.61
74092023,Buton Utara,2023,"1,755.83","68,950",39.27,Low,0.00,69.7,"4,049",,,76.45
74102023,Konawe Utara,2023,"4,219.81","72,250",17.12,Low,,71.71,"5,260",,,75.20
74112023,Kolaka Timur,2023,"3,992.53","125,770",31.50,Low,,69.57,"5,625",,"2,065.19",76.49
74132023,Muna Barat,2023,818.70,"89,290",109.06,Low,,67.13,"3,387",,,76.88
74142023,Buton Tengah,2023,836.96,"119,460",142.73,Low,,65.83,"3,026",,,76.41
74152023,Buton Selatan,2023,517.63,"99,580",192.38,Low,,66.15,"3,593",,,75.03
74712023,City of Kendari,2023,265.79,"364,220",1370.33,Low,25.03,84.85,"28,260",1,"9,886.37",75.79
75012023,Boalemo,2023,"1,830.87","151,610",82.81,Low,,68.18,"6,587",,,77.25
75032023,Pohuwato,2023,"4,370.36","157,660",36.07,Low,0.91,67.15,"8,111",,,78.49
75042023,Bone Bolango,2023,"1,889.00","172,301",91.21,Low,0.29,71.51,"5,699",,,77.53
